match_id,batting_team,total_runs,wickets
729285,Sunrisers Hyderabad,133,6
729287,Mumbai Indians,115,9
729287,Royal Challengers Bangalore,116,3
729289,Delhi Daredevils,167,6
729289,Kolkata Knight Riders,166,5
729291,Kings XI Punjab,193,3
729291,Rajasthan Royals,191,5
729293,Chennai Super Kings,177,7
729293,Delhi Daredevils,84,9
729295,Kings XI Punjab,193,6
729295,Sunrisers Hyderabad,121,10
729297,Chennai Super Kings,140,6
729297,Rajasthan Royals,133,10
729299,Kolkata Knight Riders,150,7
729299,Royal Challengers Bangalore,148,5
729301,Delhi Daredevils,180,4
729301,Sunrisers Hyderabad,184,1
729303,Chennai Super Kings,142,3
729303,Mumbai Indians,141,7
729305,Rajasthan Royals,71,4
729305,Royal Challengers Bangalore,70,10
729307,Kings XI Punjab,132,9
729307,Kolkata Knight Riders,109,10
729309,Delhi Daredevils,126,4
729309,Mumbai Indians,125,7
729311,Chennai Super Kings,146,5
729311,Sunrisers Hyderabad,145,5
729313,Kings XI Punjab,127,5
729313,Royal Challengers Bangalore,124,8
729315,Kolkata Knight Riders,163,10
729315,Rajasthan Royals,163,5
729317,Mumbai Indians,157,7
729317,Sunrisers Hyderabad,172,5
733971,Chennai Super Kings,148,3
733971,Kolkata Knight Riders,114,9
733973,Kings XI Punjab,168,5
733973,Mumbai Indians,170,5
733975,Delhi Daredevils,152,5
733975,Rajasthan Royals,156,3
733977,Royal Challengers Bangalore,158,6
733977,Sunrisers Hyderabad,155,6
733979,Kolkata Knight Riders,160,6
733979,Rajasthan Royals,170,6
733981,Chennai Super Kings,181,2
733981,Delhi Daredevils,178,5
733983,Mumbai Indians,187,5
733983,Royal Challengers Bangalore,168,8
733985,Delhi Daredevils,160,5
733985,Kolkata Knight Riders,161,2
733987,Chennai Super Kings,187,6
733987,Kings XI Punjab,231,4
733989,Rajasthan Royals,102,10
733989,Sunrisers Hyderabad,134,9
733991,Kings XI Punjab,198,8
733991,Royal Challengers Bangalore,166,9
733993,Delhi Daredevils,143,7
733993,Sunrisers Hyderabad,44,2
733995,Chennai Super Kings,160,6
733995,Mumbai Indians,157,6
733997,Kings XI Punjab,149,8
733997,Kolkata Knight Riders,150,1
733999,Rajasthan Royals,191,5
733999,Royal Challengers Bangalore,190,5
734001,Mumbai Indians,160,3
734001,Sunrisers Hyderabad,157,3
734003,Chennai Super Kings,149,5
734003,Rajasthan Royals,148,8
734005,Delhi Daredevils,170,7
734005,Royal Challengers Bangalore,186,4
734007,Kings XI Punjab,211,4
734007,Sunrisers Hyderabad,205,5
734009,Kolkata Knight Riders,142,4
734009,Mumbai Indians,141,5
734011,Delhi Daredevils,139,9
734011,Rajasthan Royals,201,6
734013,Chennai Super Kings,138,4
734013,Royal Challengers Bangalore,142,5
734015,Kolkata Knight Riders,146,3
734015,Sunrisers Hyderabad,142,8
734017,Mumbai Indians,178,3
734017,Rajasthan Royals,153,8
734019,Delhi Daredevils,164,7
734019,Kings XI Punjab,165,6
734021,Royal Challengers Bangalore,160,6
734021,Sunrisers Hyderabad,161,3
734023,Chennai Super Kings,154,4
734023,Kolkata Knight Riders,156,2
734025,Kings XI Punjab,156,8
734025,Mumbai Indians,159,3
734027,Kolkata Knight Riders,195,4
734027,Royal Challengers Bangalore,165,5
734029,Chennai Super Kings,185,3
734029,Sunrisers Hyderabad,189,4
734031,Delhi Daredevils,158,4
734031,Mumbai Indians,173,10
734033,Kings XI Punjab,179,4
734033,Rajasthan Royals,163,8
734035,Chennai Super Kings,160,2
734035,Royal Challengers Bangalore,154,6
734037,Kolkata Knight Riders,161,6
734037,Sunrisers Hyderabad,160,7
734039,Delhi Daredevils,115,10
734039,Kings XI Punjab,119,3
734041,Mumbai Indians,195,5
734041,Rajasthan Royals,189,4
734043,Kings XI Punjab,135,8
734043,Kolkata Knight Riders,163,8
734045,Chennai Super Kings,176,3
734045,Mumbai Indians,173,8
734047,Chennai Super Kings,202,7
734047,Kings XI Punjab,226,6
734049,Kings XI Punjab,199,4
734049,Kolkata Knight Riders,200,7
829705,Kolkata Knight Riders,170,3
829705,Mumbai Indians,168,3
829707,Chennai Super Kings,150,7
829707,Delhi Daredevils,149,9
829709,Kings XI Punjab,136,8
829709,Rajasthan Royals,162,7
829711,Chennai Super Kings,209,4
829711,Sunrisers Hyderabad,164,6
829713,Kolkata Knight Riders,177,6
829713,Royal Challengers Bangalore,179,7
829715,Delhi Daredevils,184,3
829715,Rajasthan Royals,186,7
829717,Kings XI Punjab,177,5
829717,Mumbai Indians,159,7
829719,Royal Challengers Bangalore,166,10
829719,Sunrisers Hyderabad,172,2
829721,Mumbai Indians,164,6
829721,Rajasthan Royals,165,3
829723,Chennai Super Kings,165,9
829723,Kolkata Knight Riders,169,3
829725,Delhi Daredevils,169,5
829725,Kings XI Punjab,165,7
829727,Rajasthan Royals,131,4
829727,Sunrisers Hyderabad,127,5
829729,Chennai Super Kings,189,4
829729,Mumbai Indians,183,7
829731,Delhi Daredevils,167,4
829731,Sunrisers Hyderabad,163,8
829733,Kings XI Punjab,155,9
829733,Kolkata Knight Riders,159,6
829735,Chennai Super Kings,156,4
829735,Rajasthan Royals,157,2
829737,Mumbai Indians,209,7
829737,Royal Challengers Bangalore,191,7
829739,Delhi Daredevils,146,8
829739,Kolkata Knight Riders,147,4
829741,Kings XI Punjab,206,8
829741,Rajasthan Royals,197,8
829743,Kolkata Knight Riders,101,4
829743,Sunrisers Hyderabad,176,4
829745,Chennai Super Kings,181,8
829745,Royal Challengers Bangalore,154,8
829747,Delhi Daredevils,190,4
829747,Mumbai Indians,153,9
829749,Rajasthan Royals,130,9
829749,Royal Challengers Bangalore,134,1
829751,Mumbai Indians,157,8
829751,Sunrisers Hyderabad,137,8
829753,Chennai Super Kings,192,3
829753,Kings XI Punjab,95,9
829757,Delhi Daredevils,95,10
829757,Royal Challengers Bangalore,99,0
829759,Kings XI Punjab,130,9
829759,Sunrisers Hyderabad,150,6
829761,Delhi Daredevils,158,6
829761,Kolkata Knight Riders,171,7
829763,Royal Challengers Bangalore,200,7
829765,Chennai Super Kings,134,6
829765,Kolkata Knight Riders,132,9
829767,Delhi Daredevils,119,1
829767,Kings XI Punjab,118,8
829769,Mumbai Indians,187,5
829769,Rajasthan Royals,179,7
829771,Kolkata Knight Riders,111,4
829771,Royal Challengers Bangalore,115,3
829773,Chennai Super Kings,170,6
829773,Sunrisers Hyderabad,192,7
829775,Kings XI Punjab,149,7
829775,Mumbai Indians,172,3
829777,Delhi Daredevils,175,7
829777,Rajasthan Royals,189,2
829779,Chennai Super Kings,148,9
829779,Royal Challengers Bangalore,124,10
829781,Kolkata Knight Riders,167,7
829781,Sunrisers Hyderabad,132,9
829783,Delhi Daredevils,152,6
829783,Mumbai Indians,153,5
829785,Kings XI Punjab,88,10
829785,Royal Challengers Bangalore,226,3
829787,Rajasthan Royals,194,7
829787,Sunrisers Hyderabad,201,4
829789,Chennai Super Kings,158,5
829789,Mumbai Indians,159,4
829791,Kings XI Punjab,183,5
829791,Kolkata Knight Riders,184,9
829793,Delhi Daredevils,157,4
829793,Sunrisers Hyderabad,163,4
829795,Mumbai Indians,196,7
829795,Royal Challengers Bangalore,235,1
829797,Chennai Super Kings,157,5
829797,Rajasthan Royals,145,9
829799,Kings XI Punjab,180,7
829799,Sunrisers Hyderabad,185,5
829801,Chennai Super Kings,119,6
829801,Delhi Daredevils,120,4
829803,Kings XI Punjab,106,6
829803,Royal Challengers Bangalore,84,6
829805,Kolkata Knight Riders,166,7
829805,Mumbai Indians,171,4
829807,Royal Challengers Bangalore,83,4
829807,Sunrisers Hyderabad,135,3
829809,Chennai Super Kings,134,3
829809,Kings XI Punjab,130,7
829811,Kolkata Knight Riders,190,9
829811,Rajasthan Royals,199,6
829813,Delhi Daredevils,187,5
829813,Royal Challengers Bangalore,2,0
829815,Mumbai Indians,114,1
829815,Sunrisers Hyderabad,113,10
829817,Chennai Super Kings,162,10
829817,Mumbai Indians,187,6
829819,Rajasthan Royals,109,10
829819,Royal Challengers Bangalore,180,4
829821,Chennai Super Kings,140,7
829821,Royal Challengers Bangalore,139,8
829823,Chennai Super Kings,161,8
829823,Mumbai Indians,202,5
980901,Mumbai Indians,121,8
980901,Rising Pune Supergiants,126,1
980903,Delhi Daredevils,98,10
980903,Kolkata Knight Riders,99,1
980905,Gujarat Lions,162,5
980905,Kings XI Punjab,161,6
980907,Royal Challengers Bangalore,227,4
980907,Sunrisers Hyderabad,182,6
980909,Kolkata Knight Riders,187,5
980909,Mumbai Indians,188,4
980911,Gujarat Lions,164,3
980911,Rising Pune Supergiants,163,5
980913,Delhi Daredevils,113,2
980913,Kings XI Punjab,111,9
980915,Kolkata Knight Riders,146,2
980915,Sunrisers Hyderabad,142,7
980917,Gujarat Lions,147,7
980917,Mumbai Indians,143,8
980919,Kings XI Punjab,153,4
980919,Rising Pune Supergiants,152,7
980921,Delhi Daredevils,192,3
980921,Royal Challengers Bangalore,191,5
980923,Mumbai Indians,142,6
980923,Sunrisers Hyderabad,145,3
980925,Kings XI Punjab,138,8
980925,Kolkata Knight Riders,141,4
980927,Mumbai Indians,171,4
980927,Royal Challengers Bangalore,170,7
980929,Gujarat Lions,135,8
980929,Sunrisers Hyderabad,137,0
980931,Rising Pune Supergiants,172,9
980931,Royal Challengers Bangalore,185,3
980933,Delhi Daredevils,164,4
980933,Mumbai Indians,154,7
980935,Kings XI Punjab,143,6
980935,Sunrisers Hyderabad,146,5
980937,Gujarat Lions,182,4
980937,Royal Challengers Bangalore,180,2
980939,Kolkata Knight Riders,162,8
980939,Rising Pune Supergiants,160,5
980941,Kings XI Punjab,164,7
980941,Mumbai Indians,189,6
980943,Rising Pune Supergiants,94,3
980943,Sunrisers Hyderabad,118,8
980945,Delhi Daredevils,171,5
980945,Gujarat Lions,172,6
980947,Kolkata Knight Riders,174,5
980947,Mumbai Indians,178,4
980949,Gujarat Lions,196,7
980949,Rising Pune Supergiants,195,3
980951,Delhi Daredevils,186,8
980951,Kolkata Knight Riders,159,10
980953,Royal Challengers Bangalore,179,6
980953,Sunrisers Hyderabad,194,5
980955,Gujarat Lions,131,9
980955,Kings XI Punjab,154,10
980957,Mumbai Indians,161,2
980957,Rising Pune Supergiants,159,5
980959,Kolkata Knight Riders,189,5
980959,Royal Challengers Bangalore,185,7
980961,Delhi Daredevils,150,2
980961,Gujarat Lions,149,7
980963,Kings XI Punjab,157,9
980963,Kolkata Knight Riders,164,3
980965,Delhi Daredevils,162,7
980965,Rising Pune Supergiants,166,3
980967,Gujarat Lions,126,6
980967,Sunrisers Hyderabad,129,5
980969,Rising Pune Supergiants,191,6
980969,Royal Challengers Bangalore,195,3
980971,Delhi Daredevils,172,5
980971,Kings XI Punjab,181,5
980973,Mumbai Indians,92,10
980973,Sunrisers Hyderabad,177,3
980975,Gujarat Lions,164,5
980975,Kolkata Knight Riders,158,4
980977,Kings XI Punjab,174,4
980977,Royal Challengers Bangalore,175,6
980979,Rising Pune Supergiants,133,8
980979,Sunrisers Hyderabad,137,8
980981,Mumbai Indians,153,4
980981,Royal Challengers Bangalore,151,4
980983,Delhi Daredevils,150,3
980983,Sunrisers Hyderabad,146,8
980985,Kings XI Punjab,127,3
980985,Mumbai Indians,124,9
980987,Gujarat Lions,104,10
980987,Royal Challengers Bangalore,248,3
980989,Kolkata Knight Riders,66,2
980989,Rising Pune Supergiants,103,6
980991,Kings XI Punjab,179,4
980991,Sunrisers Hyderabad,180,3
980993,Delhi Daredevils,126,10
980993,Mumbai Indians,206,4
980995,Kolkata Knight Riders,183,5
980995,Royal Challengers Bangalore,186,1
980997,Delhi Daredevils,121,6
980997,Rising Pune Supergiants,76,1
980999,Kings XI Punjab,120,9
980999,Royal Challengers Bangalore,211,3
981001,Gujarat Lions,125,4
981001,Kolkata Knight Riders,124,8
981003,Delhi Daredevils,161,4
981003,Sunrisers Hyderabad,158,7
981005,Kings XI Punjab,172,7
981005,Rising Pune Supergiants,173,6
981007,Gujarat Lions,173,4
981007,Mumbai Indians,172,8
981009,Kolkata Knight Riders,171,6
981009,Sunrisers Hyderabad,149,8
981011,Delhi Daredevils,138,8
981011,Royal Challengers Bangalore,139,4
981013,Gujarat Lions,158,10
981013,Royal Challengers Bangalore,159,6
981015,Kolkata Knight Riders,140,8
981015,Sunrisers Hyderabad,162,8
981017,Gujarat Lions,162,7
981017,Sunrisers Hyderabad,163,6
981019,Royal Challengers Bangalore,200,7
981019,Sunrisers Hyderabad,208,7
1082591,Royal Challengers Bangalore,172,10
1082591,Sunrisers Hyderabad,207,4
1082592,Mumbai Indians,184,8
1082592,Rising Pune Supergiant,187,3
1082593,Gujarat Lions,183,4
1082593,Kolkata Knight Riders,184,0
1082594,Kings XI Punjab,164,4
1082594,Rising Pune Supergiant,163,6
1082595,Delhi Daredevils,142,9
1082595,Royal Challengers Bangalore,157,8
1082596,Gujarat Lions,135,7
1082596,Sunrisers Hyderabad,140,1
1082597,Kolkata Knight Riders,178,7
1082597,Mumbai Indians,180,6
1082598,Kings XI Punjab,150,2
1082598,Royal Challengers Bangalore,148,4
1082599,Delhi Daredevils,205,4
1082599,Rising Pune Supergiant,108,10
1082600,Mumbai Indians,159,6
1082600,Sunrisers Hyderabad,158,8
1082601,Kings XI Punjab,170,9
1082601,Kolkata Knight Riders,171,2
1082602,Mumbai Indians,145,6
1082602,Royal Challengers Bangalore,142,5
1082603,Gujarat Lions,172,3
1082603,Rising Pune Supergiant,171,8
1082604,Kolkata Knight Riders,172,6
1082604,Sunrisers Hyderabad,155,6
1082605,Delhi Daredevils,188,6
1082605,Kings XI Punjab,137,9
1082606,Gujarat Lions,176,4
1082606,Mumbai Indians,177,4
1082607,Rising Pune Supergiant,161,8
1082607,Royal Challengers Bangalore,134,9
1082608,Delhi Daredevils,168,7
1082608,Kolkata Knight Riders,169,6
1082609,Kings XI Punjab,154,10
1082609,Sunrisers Hyderabad,159,6
1082610,Gujarat Lions,192,7
1082610,Royal Challengers Bangalore,213,2
1082611,Delhi Daredevils,176,5
1082611,Sunrisers Hyderabad,191,4
1082612,Kings XI Punjab,198,4
1082612,Mumbai Indians,199,2
1082613,Gujarat Lions,188,6
1082613,Kolkata Knight Riders,187,5
1082614,Delhi Daredevils,128,7
1082614,Mumbai Indians,142,8
1082615,Rising Pune Supergiant,179,4
1082615,Sunrisers Hyderabad,176,3
1082616,Gujarat Lions,162,7
1082616,Kings XI Punjab,188,7
1082617,Kolkata Knight Riders,131,10
1082617,Royal Challengers Bangalore,49,10
1082618,Mumbai Indians,157,8
1082618,Rising Pune Supergiant,160,6
1082620,Kolkata Knight Riders,184,3
1082620,Rising Pune Supergiant,182,5
1082621,Gujarat Lions,135,3
1082621,Royal Challengers Bangalore,134,10
1082622,Delhi Daredevils,160,6
1082622,Kolkata Knight Riders,161,3
1082623,Kings XI Punjab,181,9
1082623,Sunrisers Hyderabad,207,3
1082624,Rising Pune Supergiant,157,3
1082624,Royal Challengers Bangalore,96,9
1082625,Gujarat Lions,159,9
1082625,Mumbai Indians,164,12
1082626,Delhi Daredevils,67,10
1082626,Kings XI Punjab,68,0
1082627,Kolkata Knight Riders,161,7
1082627,Sunrisers Hyderabad,209,3
1082628,Mumbai Indians,165,6
1082628,Royal Challengers Bangalore,162,8
1082629,Gujarat Lions,161,10
1082629,Rising Pune Supergiant,167,5
1082630,Delhi Daredevils,189,4
1082630,Sunrisers Hyderabad,185,3
1082631,Kolkata Knight Riders,155,8
1082631,Rising Pune Supergiant,158,6
1082632,Delhi Daredevils,214,3
1082632,Gujarat Lions,208,7
1082633,Kings XI Punjab,138,7
1082633,Royal Challengers Bangalore,119,10
1082634,Rising Pune Supergiant,148,8
1082634,Sunrisers Hyderabad,136,9
1082635,Delhi Daredevils,66,10
1082635,Mumbai Indians,212,3
1082636,Kolkata Knight Riders,159,4
1082636,Royal Challengers Bangalore,158,6
1082637,Gujarat Lions,192,4
1082637,Kings XI Punjab,189,3
1082638,Mumbai Indians,138,7
1082638,Sunrisers Hyderabad,140,3
1082639,Kings XI Punjab,167,6
1082639,Kolkata Knight Riders,153,6
1082640,Delhi Daredevils,197,8
1082640,Gujarat Lions,195,5
1082641,Kings XI Punjab,230,3
1082641,Mumbai Indians,223,6
1082642,Delhi Daredevils,168,8
1082642,Rising Pune Supergiant,161,7
1082643,Gujarat Lions,154,10
1082643,Sunrisers Hyderabad,158,2
1082644,Kolkata Knight Riders,164,8
1082644,Mumbai Indians,173,5
1082645,Kings XI Punjab,73,10
1082645,Rising Pune Supergiant,78,1
1082646,Delhi Daredevils,151,10
1082646,Royal Challengers Bangalore,161,6
1082647,Mumbai Indians,142,9
1082647,Rising Pune Supergiant,162,4
1082648,Kolkata Knight Riders,48,3
1082648,Sunrisers Hyderabad,128,7
1082649,Kolkata Knight Riders,107,10
1082649,Mumbai Indians,111,4
1082650,Mumbai Indians,129,8
1082650,Rising Pune Supergiant,128,6
1136561,Chennai Super Kings,169,9
1136561,Mumbai Indians,165,4
1136562,Delhi Daredevils,166,7
1136562,Kings XI Punjab,167,4
1136563,Kolkata Knight Riders,177,6
1136563,Royal Challengers Bangalore,176,7
1136564,Rajasthan Royals,125,9
1136564,Sunrisers Hyderabad,127,1
1136565,Chennai Super Kings,205,5
1136565,Kolkata Knight Riders,202,6
1136566,Delhi Daredevils,60,4
1136566,Rajasthan Royals,153,5
1136567,Mumbai Indians,147,8
1136567,Sunrisers Hyderabad,151,9
1136568,Kings XI Punjab,155,10
1136568,Royal Challengers Bangalore,159,6
1136569,Delhi Daredevils,195,3
1136569,Mumbai Indians,194,7
1136570,Kolkata Knight Riders,138,8
1136570,Sunrisers Hyderabad,139,5
1136571,Rajasthan Royals,217,4
1136571,Royal Challengers Bangalore,198,6
1136572,Chennai Super Kings,193,5
1136572,Kings XI Punjab,197,7
1136573,Delhi Daredevils,129,10
1136573,Kolkata Knight Riders,200,9
1136574,Mumbai Indians,213,6
1136574,Royal Challengers Bangalore,167,8
1136575,Kolkata Knight Riders,163,3
1136575,Rajasthan Royals,160,8
1136576,Kings XI Punjab,193,3
1136576,Sunrisers Hyderabad,178,5
1136577,Chennai Super Kings,204,5
1136577,Rajasthan Royals,140,10
1136578,Kings XI Punjab,126,1
1136578,Kolkata Knight Riders,191,7
1136579,Delhi Daredevils,174,5
1136579,Royal Challengers Bangalore,176,4
1136580,Chennai Super Kings,182,3
1136580,Sunrisers Hyderabad,178,6
1136581,Mumbai Indians,167,7
1136581,Rajasthan Royals,168,7
1136582,Delhi Daredevils,139,8
1136582,Kings XI Punjab,143,8
1136583,Mumbai Indians,87,10
1136583,Sunrisers Hyderabad,118,10
1136584,Chennai Super Kings,207,5
1136584,Royal Challengers Bangalore,205,8
1136585,Kings XI Punjab,119,10
1136585,Sunrisers Hyderabad,132,6
1136586,Delhi Daredevils,219,4
1136586,Kolkata Knight Riders,164,9
1136587,Chennai Super Kings,169,5
1136587,Mumbai Indians,170,2
1136588,Rajasthan Royals,140,6
1136588,Sunrisers Hyderabad,151,7
1136589,Kolkata Knight Riders,176,5
1136589,Royal Challengers Bangalore,175,4
1136590,Chennai Super Kings,211,4
1136590,Delhi Daredevils,198,5
1136591,Mumbai Indians,153,7
1136591,Royal Challengers Bangalore,167,7
1136592,Delhi Daredevils,196,6
1136592,Rajasthan Royals,146,5
1136593,Chennai Super Kings,177,5
1136593,Kolkata Knight Riders,180,4
1136594,Kings XI Punjab,174,6
1136594,Mumbai Indians,176,4
1136595,Chennai Super Kings,128,4
1136595,Royal Challengers Bangalore,127,9
1136596,Delhi Daredevils,163,5
1136596,Sunrisers Hyderabad,164,3
1136597,Kolkata Knight Riders,168,6
1136597,Mumbai Indians,181,4
1136598,Kings XI Punjab,155,4
1136598,Rajasthan Royals,152,9
1136599,Royal Challengers Bangalore,141,6
1136599,Sunrisers Hyderabad,146,10
1136600,Kings XI Punjab,143,7
1136600,Rajasthan Royals,158,8
1136601,Kolkata Knight Riders,108,10
1136601,Mumbai Indians,210,6
1136602,Delhi Daredevils,187,5
1136602,Sunrisers Hyderabad,191,1
1136603,Chennai Super Kings,176,4
1136603,Rajasthan Royals,177,6
1136604,Kings XI Punjab,214,8
1136604,Kolkata Knight Riders,245,6
1136605,Delhi Daredevils,181,4
1136605,Royal Challengers Bangalore,187,5
1136606,Chennai Super Kings,180,2
1136606,Sunrisers Hyderabad,179,4
1136607,Mumbai Indians,168,6
1136607,Rajasthan Royals,171,3
1136608,Kings XI Punjab,88,10
1136608,Royal Challengers Bangalore,92,0
1136609,Kolkata Knight Riders,145,4
1136609,Rajasthan Royals,142,10
1136610,Kings XI Punjab,183,5
1136610,Mumbai Indians,186,8
1136611,Royal Challengers Bangalore,218,6
1136611,Sunrisers Hyderabad,204,3
1136612,Chennai Super Kings,128,6
1136612,Delhi Daredevils,162,5
1136613,Rajasthan Royals,164,5
1136613,Royal Challengers Bangalore,134,10
1136614,Kolkata Knight Riders,173,5
1136614,Sunrisers Hyderabad,172,9
1136615,Delhi Daredevils,174,4
1136615,Mumbai Indians,163,10
1136616,Chennai Super Kings,159,5
1136616,Kings XI Punjab,153,10
1136617,Chennai Super Kings,140,8
1136617,Sunrisers Hyderabad,139,7
1136618,Kolkata Knight Riders,169,7
1136618,Rajasthan Royals,144,4
1136619,Kolkata Knight Riders,160,9
1136619,Sunrisers Hyderabad,174,7
1136620,Chennai Super Kings,181,2
1136620,Sunrisers Hyderabad,178,6
1175356,Chennai Super Kings,71,3
1175356,Royal Challengers Bangalore,70,10
1175357,Kolkata Knight Riders,183,4
1175357,Sunrisers Hyderabad,181,3
1175358,Delhi Capitals,213,6
1175358,Mumbai Indians,176,9
1175359,Kings XI Punjab,184,4
1175359,Rajasthan Royals,170,9
1175360,Chennai Super Kings,150,4
1175360,Delhi Capitals,147,6
1175361,Kings XI Punjab,190,4
1175361,Kolkata Knight Riders,218,4
1175362,Mumbai Indians,187,8
1175362,Royal Challengers Bangalore,181,5
1175363,Rajasthan Royals,198,2
1175363,Sunrisers Hyderabad,201,5
1175364,Kings XI Punjab,177,2
1175364,Mumbai Indians,176,7
1175365,Delhi Capitals,195,7
1175365,Kolkata Knight Riders,192,9
1175366,Royal Challengers Bangalore,113,10
1175366,Sunrisers Hyderabad,231,2
1175367,Chennai Super Kings,175,5
1175367,Rajasthan Royals,167,8
1175368,Delhi Capitals,152,10
1175368,Kings XI Punjab,166,9
1175369,Rajasthan Royals,164,3
1175369,Royal Challengers Bangalore,158,4
1175370,Chennai Super Kings,133,8
1175370,Mumbai Indians,170,5
1175371,Delhi Capitals,129,8
1175371,Sunrisers Hyderabad,131,5
1175372,Kolkata Knight Riders,206,5
1175372,Royal Challengers Bangalore,205,3
1178393,Chennai Super Kings,160,3
1178393,Kings XI Punjab,138,5
1178394,Mumbai Indians,136,7
1178394,Sunrisers Hyderabad,96,10
1178395,Delhi Capitals,152,6
1178395,Royal Challengers Bangalore,149,8
1178396,Kolkata Knight Riders,140,2
1178396,Rajasthan Royals,139,3
1178397,Kings XI Punjab,151,4
1178397,Sunrisers Hyderabad,150,4
1178398,Chennai Super Kings,111,3
1178398,Kolkata Knight Riders,108,9
1178399,Kings XI Punjab,197,4
1178399,Mumbai Indians,198,7
1178400,Chennai Super Kings,155,6
1178400,Rajasthan Royals,151,7
1178401,Delhi Capitals,180,3
1178401,Kolkata Knight Riders,178,7
1178402,Mumbai Indians,187,5
1178402,Rajasthan Royals,188,6
1178403,Kings XI Punjab,173,4
1178403,Royal Challengers Bangalore,174,2
1178404,Chennai Super Kings,162,5
1178404,Kolkata Knight Riders,161,8
1178405,Delhi Capitals,155,7
1178405,Sunrisers Hyderabad,116,10
1178406,Mumbai Indians,172,5
1178406,Royal Challengers Bangalore,171,7
1178407,Kings XI Punjab,182,6
1178407,Rajasthan Royals,170,7
1178408,Chennai Super Kings,132,5
1178408,Sunrisers Hyderabad,137,4
1178409,Delhi Capitals,128,9
1178409,Mumbai Indians,168,5
1178410,Kolkata Knight Riders,203,5
1178410,Royal Challengers Bangalore,213,4
1178411,Mumbai Indians,161,5
1178411,Rajasthan Royals,162,5
1178412,Delhi Capitals,166,5
1178412,Kings XI Punjab,163,7
1178413,Kolkata Knight Riders,159,8
1178413,Sunrisers Hyderabad,161,1
1178414,Chennai Super Kings,160,8
1178414,Royal Challengers Bangalore,161,7
1178415,Delhi Capitals,193,4
1178415,Rajasthan Royals,191,6
1178416,Chennai Super Kings,176,4
1178416,Sunrisers Hyderabad,175,3
1178417,Kings XI Punjab,185,7
1178417,Royal Challengers Bangalore,202,4
1178418,Kolkata Knight Riders,175,6
1178418,Rajasthan Royals,177,7
1178419,Chennai Super Kings,109,10
1178419,Mumbai Indians,155,4
1178420,Rajasthan Royals,161,3
1178420,Sunrisers Hyderabad,160,8
1178421,Delhi Capitals,187,5
1178421,Royal Challengers Bangalore,171,7
1178422,Kolkata Knight Riders,232,2
1178422,Mumbai Indians,198,7
1178423,Kings XI Punjab,167,8
1178423,Sunrisers Hyderabad,212,6
1178424,Rajasthan Royals,41,1
1178424,Royal Challengers Bangalore,62,7
1178425,Chennai Super Kings,179,4
1178425,Delhi Capitals,99,10
1178426,Mumbai Indians,171,5
1178426,Sunrisers Hyderabad,170,8
1178427,Kings XI Punjab,183,6
1178427,Kolkata Knight Riders,185,3
1178428,Delhi Capitals,121,5
1178428,Rajasthan Royals,115,9
1178429,Royal Challengers Bangalore,178,6
1178429,Sunrisers Hyderabad,175,7
1178430,Chennai Super Kings,170,5
1178430,Kings XI Punjab,173,4
1178431,Kolkata Knight Riders,133,7
1178431,Mumbai Indians,134,1
1181764,Chennai Super Kings,131,4
1181764,Mumbai Indians,132,4
1181766,Delhi Capitals,165,8
1181766,Sunrisers Hyderabad,162,8
1181767,Chennai Super Kings,151,4
1181767,Delhi Capitals,147,9
1181768,Chennai Super Kings,148,7
1181768,Mumbai Indians,149,8
1216492,Chennai Super Kings,166,5
1216492,Mumbai Indians,162,9
1216493,Delhi Capitals,160,8
1216493,Kings XI Punjab,159,10
1216494,Kolkata Knight Riders,84,8
1216494,Royal Challengers Bangalore,85,2
1216495,Mumbai Indians,149,8
1216495,Sunrisers Hyderabad,151,0
1216496,Chennai Super Kings,200,6
1216496,Rajasthan Royals,216,7
1216497,Delhi Capitals,135,9
1216497,Kolkata Knight Riders,194,6
1216498,Kings XI Punjab,126,7
1216498,Sunrisers Hyderabad,114,10
1216499,Mumbai Indians,166,5
1216499,Royal Challengers Bangalore,164,6
1216500,Delhi Capitals,184,8
1216500,Rajasthan Royals,138,10
1216501,Chennai Super Kings,157,5
1216501,Kolkata Knight Riders,167,10
1216502,Royal Challengers Bangalore,120,7
1216502,Sunrisers Hyderabad,121,5
1216503,Kings XI Punjab,143,8
1216503,Mumbai Indians,191,4
1216504,Kolkata Knight Riders,174,6
1216504,Rajasthan Royals,137,9
1216505,Delhi Capitals,154,4
1216505,Royal Challengers Bangalore,152,7
1216506,Chennai Super Kings,154,1
1216506,Kings XI Punjab,153,6
1216507,Rajasthan Royals,163,5
1216507,Sunrisers Hyderabad,158,4
1216508,Kolkata Knight Riders,146,9
1216508,Mumbai Indians,195,5
1216509,Chennai Super Kings,179,4
1216509,Delhi Capitals,185,5
1216510,Kings XI Punjab,206,3
1216510,Royal Challengers Bangalore,109,10
1216511,Mumbai Indians,193,4
1216511,Rajasthan Royals,136,10
1216512,Kolkata Knight Riders,166,5
1216512,Sunrisers Hyderabad,165,8
1216513,Chennai Super Kings,181,0
1216513,Kings XI Punjab,178,4
1216514,Rajasthan Royals,154,6
1216514,Royal Challengers Bangalore,158,2
1216515,Delhi Capitals,228,4
1216515,Kolkata Knight Riders,210,8
1216516,Chennai Super Kings,157,5
1216516,Sunrisers Hyderabad,164,5
1216517,Kings XI Punjab,196,8
